"Source","Target","Weight","type"
"2","8",0.161812785555414,"directed"
"3","8",0.224477126271573,"directed"
"4","8",0.794852963009798,"directed"
"5","8",0.757246680779304,"directed"
"6","8",0.481345053707992,"directed"
"7","8",0.751975478250724,"directed"
"9","8",0.754500778076799,"directed"
"10","8",0.0965785470206836,"directed"
"11","8",0.302128698925131,"directed"
"12","8",0.39098398368048,"directed"
"13","8",0.231111660119087,"directed"
"14","8",0.143993857174394,"directed"
"15","8",0.272082765246159,"directed"
"1","9",0.127518934215127,"directed"
"2","9",0.118353075146011,"directed"
"3","9",0.193537853662666,"directed"
"4","9",0.518815067371961,"directed"
"5","9",0.563911422147833,"directed"
"6","9",0.434442928054607,"directed"
"7","9",0.587327747415423,"directed"
"8","9",0.617528338119781,"directed"
"10","9",0.0733438335928455,"directed"
"11","9",0.208737856026169,"directed"
"12","9",0.258549543323935,"directed"
"13","9",0.165043464806761,"directed"
"14","9",0.156262480528227,"directed"
"15","9",0.191222886886366,"directed"
"2","10",0.0562877209868036,"directed"
"3","10",0.0863141097804842,"directed"
"4","10",0.0698862268316828,"directed"
"5","10",0.161279735388716,"directed"
"6","10",0.0719874358775679,"directed"
"7","10",0.199316695060189,"directed"
"8","10",0.129061191967339,"directed"
"9","10",0.0910272435817824,"directed"
"11","10",0.16681527681697,"directed"
"12","10",0.0921549955270224,"directed"
"14","10",0.0508028686749141,"directed"
"2","11",0.0609332026994108,"directed"
"3","11",0.111397831402376,"directed"
"4","11",0.20223847035357,"directed"
"5","11",0.32835297235377,"directed"
"6","11",0.260168286685711,"directed"
"7","11",0.356970426351462,"directed"
"8","11",0.312905095978837,"directed"
"9","11",0.224018041475709,"directed"
"10","11",0.0929807505975669,"directed"
"12","11",0.195440208976261,"directed"
"13","11",0.0643925451306347,"directed"
"14","11",0.129548551496472,"directed"
"15","11",0.119066019330401,"directed"
"1","12",0.144349861397967,"directed"
"2","12",0.126699209899149,"directed"
"3","12",0.188553165488418,"directed"
"4","12",0.431904201736717,"directed"
"5","12",0.576934137811353,"directed"
"6","12",0.3010923173914,"directed"
"7","12",0.635097476297887,"directed"
"8","12",0.422531561917642,"directed"
"9","12",0.230538185965749,"directed"
"10","12",0.174429977571335,"directed"
"11","12",0.283632897397309,"directed"
"13","12",0.115323118395729,"directed"
"14","12",0.186854716820566,"directed"
"15","12",0.26103401569149,"directed"
"1","13",0.102402735376101,"directed"
"3","13",0.147257992329842,"directed"
"4","13",0.0832147600298056,"directed"
"5","13",0.211300208424395,"directed"
"6","13",0.158372916693151,"directed"
"7","13",0.225533443421221,"directed"
"8","13",0.153492102159424,"directed"
"9","13",0.138789920620863,"directed"
"11","13",0.123127947843508,"directed"
"12","13",0.0700104441961607,"directed"
"14","13",0.103130598415848,"directed"
"15","13",0.101748846218711,"directed"
"3","14",0.130552673555401,"directed"
"4","14",0.169453942335781,"directed"
"5","14",0.183583401926887,"directed"
"6","14",0.223924755974747,"directed"
"7","14",0.248389781127376,"directed"
"8","14",0.17265530445761,"directed"
"9","14",0.135101740307307,"directed"
"10","14",0.108497571343703,"directed"
"11","14",0.166274491059314,"directed"
"12","14",0.293206158092403,"directed"
"13","14",0.0547103925543502,"directed"
"15","14",0.144589128644616,"directed"
"1","15",0.0607401451392491,"directed"
"2","15",0.0722296982118802,"directed"
"3","15",0.0987377311042834,"directed"
"4","15",0.266758606297691,"directed"
"5","15",0.257235057114863,"directed"
"6","15",0.261659258789708,"directed"
"7","15",0.321788082069367,"directed"
"8","15",0.270103299044277,"directed"
"9","15",0.258745943096961,"directed"
"10","15",0.0803844097611131,"directed"
"11","15",0.172992803634334,"directed"
"12","15",0.293467843593229,"directed"
"13","15",0.0845616635830952,"directed"
"14","15",0.131969455228651,"directed"
