0.061725,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.012959,-0.012758,0,0,0,0,0,0,0,0,0,0,0,0
-0.0016428,0.0018819,0.0087894,0,0,0,0,0,0,0,0,0,0,0
0.49989,-0.0049047,0.35712,0.89575,0,0,0,0,0,0,0,0,0,0
0.024068,0.0039423,0.032025,0.10065,0.041395,0,0,0,0,0,0,0,0,0
0.0060153,-0.0019247,0.015609,0.034518,0.010971,0.064144,0,0,0,0,0,0,0,0
0.0064768,-0.00075445,0.0077135,0.082192,0.015153,0.11963,0.60282,0,0,0,0,0,0,0
0.052437,-0.0034705,0.029713,0.15271,0.038906,0.35675,1.5974,1.8371,0,0,0,0,0,0
-0.0027142,-0.003881,0.0034163,0.26399,-0.0050004,0.030455,1.7322,0.18088,-0.018758,0,0,0,0,0
0.034566,-0.0058284,0.19089,-0.082096,0.022222,0.34487,3.906,-0.09476,-0.0023308,0.18966,0,0,0,0
-0.015929,0.0023222,0.093155,-0.033484,0.016239,0.094037,0.69017,-0.66818,-0.1923,-0.021707,0.12806,0,0,0
0.011228,-0.0020536,0.0028788,0.027757,0.013406,0.084905,0.58125,0.10435,0.19242,-0.013577,0.0019198,-0.04537,0,0
0.20782,-0.0040964,0.015069,0.061858,0.07413,0.17192,1.0678,0.0081647,0.15247,0.0023178,0.043793,0.1314,0.031314,0
0.00013338,-0.00024588,0.016255,0.02038,0.048594,0.025102,1.3777,0.16159,0.1092,0.0022163,0.039137,0.071972,0.18185,0.082043
