"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
0,0,0.61607220418378,0.297085667360396,0.776562362100451,0.0922577355449791,0.136768658172424,0.147736404062011,0.525230016321539,0.309222957209889,0.53155143596905,0.347251513963778,0.107352794477008,0.285434329982825,-0.577993818760123,0,0.218140367114709,0.455287904625071,-0.348697413427504,0.304267288364122,0,-0.22381072810032,0.20669546268139,0.183510876593947,-0.0843325121139453,-0.114279305159297,0,0.145254216891859
0,0,0.515030155279686,0.262691530063829,0.650413566211069,0.0922577355449791,0.139233819066755,0.134004538041902,0.525230016321539,0.269471460380561,0.509948057271691,0.303469592286473,0.107352794477008,0.279811887790392,-0.601108414690372,0,0.219554608683243,0.441828444483772,-0.358982951467013,0.300438023565642,0,-0.21648176275156,0.195177478269795,0.147999812275327,-0.0658423677522719,-0.0988970849572603,0,0.139937079746299
0,0,0.424314855076806,0.262691530063829,0.568552904373869,0.0922577355449791,0.146809758055715,0.133838140561888,0.426565557289638,0.263319133940499,0.468591060892511,0.327484842684619,0.107352794477008,0.270424103409653,-0.613498330410387,0,0.19487541367967,0.475339384844136,-0.328081238701791,0.271287622066501,0,-0.23387257701665,0.189487004066251,0.160378722713757,-0.0980961955043942,-0.0646246641432512,0,0.188999582071571
0,0,0.337854323745918,0.262691530063829,0.60254651545959,0.0922577355449791,0.146809758055715,0.133838140561888,0.368772520784123,0.263319133940499,0.3994082223027,0.272432324996565,0.105143803572648,0.253126230812621,-0.578622821654152,0,0.161570074488727,0.450140422655033,-0.273350439796546,0.275916817592139,0,-0.221844157307129,0.249158052062955,0.169918028559255,-0.0895845924818211,-0.0751065403156886,0,0.180484943931711
0,0,0.329570988951695,0.262691530063829,0.598908828208644,0.0922577355449791,0.148081567360025,0.133838140561888,0.372581962135996,0.266712844836894,0.401653555149709,0.216195565793403,0.103141086573122,0.25799763787346,-0.57897757764636,0,0.171566950542128,0.470194907091797,-0.235000602003439,0.260578314508089,0,-0.210396447009888,0.231921206322594,0.180734820508977,-0.0568476539500393,-0.0549804766887201,0,0.195400093392285
0,0,0.330806349139215,0.262691530063829,0.623335541630441,0.0922577355449791,0.0762392711158499,0.133838140561888,0.372581962135996,0.266110952586106,0.401653555149709,0.240160089292084,0.0943513725349342,0.269957412852483,-0.588043119224004,0,0.193113702779282,0.462223394668919,-0.247808239931956,0.269250423183166,0,-0.216731103748475,0.234093153140161,0.176593963956694,-0.0916256920287781,-0.0442036038045008,0,0.178751357648098
0,0,0.332343164068187,0.262691530063829,0.574074104105269,0.0922577355449791,0.0777156095842558,0.131345765031915,0.372581962135996,0.264988286162602,0.406594309849926,0.246605229206641,0.0958277110033402,0.231823644993494,-0.592962759762418,0,0.179767624160721,0.467584855074809,-0.171126473958946,0.243775527609709,0,-0.381848695376891,0.234360220105314,0.17690749465827,-0.101288150705534,-0.0150169607962236,0,0.136000925514233
0,0,0.330356501112015,0.262691530063829,0.583594230359469,0.0922577355449791,0.0777156095842558,0.131345765031915,0.372581962135996,0.25881935817157,0.393430152895695,0.24027538789611,0.0958277110033402,0.256557423773592,-0.58583190323821,0,0.1556169376952,0.463797080964384,-0.232503865679786,0.234215181065809,0,-0.369717685852455,0.258396426571585,0.214223627388857,-0.11143531827826,-0.090266527935068,0,0.112130645449387
0,0,0.33185751331435,0.262691530063829,0.531572868632296,0.0922577355449791,0.0793590501804765,0.131345765031915,0.381733513941317,0.245897830088543,0.459547336673408,0.230056773142349,0.0958277110033402,0.274651305042853,-0.580520148682809,0,0.152571153967286,0.462707955904193,-0.255125493498317,0.213308228794156,0,-0.377801185869508,0.0723743251840829,0.217582660698863,-0.127186508999944,-0.0578662782738066,0,0.117782299663982
0,0,0.329925836534648,0.262691530063829,0.559140483472643,0.12859625956316,0.0693361704470094,0.131345765031915,0.378484401291691,0.264449291840062,0.459547336673408,0.328325183722642,0.0958277110033402,0.355920128787724,-0.596901060502812,0,0.146268733109818,0.446522152475338,-0.252419594801872,0.161892785022672,0,-0.35320202032759,0.0596271425831599,0.231372809215054,-0.138761617649905,-0.0576352644098399,0,0.0975139780821479
0,0,0.329925836534648,0.262691530063829,0.588408859722464,0.126651872841545,0.0855596408417601,0.131345765031915,0.418898773460588,0.270032687273719,0.496063375562059,0.349478626660963,0.22249629278339,0.47768399301746,-0.587502746583402,0,0.15599743888503,0.453641808030373,-0.262266147900372,0.0668357657901422,0,-0.374012533354784,0.00171295767439064,0.354321282285883,-0.141750557118066,-0.0322111703853116,0,0.0409728745890883
0,0,0.326579995941339,0.262691530063829,0.639621431196185,0.126651872841545,0.0825501541504458,0.131345765031915,0.418898773460588,0.268550159996999,0.495795080388965,0.39735254827785,0.219486806092076,0.532930627126954,-0.591481147966532,0,0.163309789615597,0.501209216194223,-0.168862697919548,-0.0181780346552184,0,-0.390840243149021,0.00961159121656282,0.449264999016929,-0.133877944712518,-0.0344412332312283,0,-0.00857829960111236
0,0,0.331124673052095,0.262691530063829,0.675502374732108,0.140193513325184,0.160154296932173,0.131345765031915,0.413003767765239,0.157816637711826,0.57848292873791,0.404618431066504,0.216790050468186,0.546472267610593,-0.57165421361502,0,0.137932463415131,0.532967630904395,-0.165186759107552,-0.0506170572124376,0.250158155056996,-0.371664894702041,-0.0413319444713928,0.425550809295188,-0.126394423720678,0.0206553554598163,0,0.0553408621403835
0,0,0.346775601973243,0.241839033250902,0.684725820642737,0.150262985198139,0.155420364932172,0.131345765031915,0.410241305391003,0.166259270539531,0.63649090740899,0.522183465652704,0.214073602298468,0.647809349934858,-0.595438883862573,0,0.193979637037704,0.482003530187039,-0.202927077873961,0.0574212017565612,0.128562249598329,-0.382207685747466,-0.0592734246493718,0.0893275420700322,-0.0606469256228254,0.0385377134140421,0.175896421316695,0.0866975924745523
0,0.10194519243645,0.336940009420445,0.165739902328481,0.698291125615752,0.150262985198139,0.0654579591098467,0.110493268218987,0.451248702831501,0.144870837683099,0.719363417069552,0.494560148597957,0.0927337698670949,0.632145807859134,-0.453727095680897,0,0.152465724534416,0.487619821855116,-0.143360555029148,0.0454352095452283,0.0993155521478759,-0.418221442052841,-0.059792736769427,0.0841412050045926,-0.0285215553223302,-0.00286416827688745,0.178640521169649,0.152937541304382
0,0.107787485982363,0.297486475472735,0.186592399141408,0.589548127696939,0.150262985198139,0.073601682653574,0.131345765031915,0.484931267556072,0.141021565493389,0.486906939422245,0.49230400995999,0.0949711151317768,0.674610946691495,-0.0408481446454539,0,0.144884302876477,0.51405826661973,-0.0962353016077485,0.0607055221062936,0,-0.367498807758709,-0.00807482388777189,0.0657052436066571,0.179337615823676,-0.0101510831936658,0.152153300613061,0.169056407357229
0.0990285557867985,0.106311147513957,0.310326097716151,0.110493268218987,0.710317706115939,0.162981286784815,0.0820222210790053,0.110493268218987,0.625428052604951,0.13733555378267,0.426449836296962,0.561297847940361,0.0949711151317768,0.697398720151125,0.306429863589448,0,0.133620957392158,0.454335733030323,0.00547381439640498,0.166270885513692,0.115453805270248,-0.395978706853882,0.0221704315440641,0.0826578782533761,0.36178549281847,-0.0368476925918825,0.148414243354011,0.203280668075342
0.0990285557867985,0.0504765167345896,0.319966193788521,0.437110095915829,0.647499293734552,0.154956877388508,0.0916127774613529,0.204827931815417,0.542222158539078,0.219861850825527,0.163672084351943,0.141650403201327,0.108713705959968,0.663146234259306,0.26445382349075,0.325215502081486,0.198624835181751,0.428859138909252,0.0616403510074835,0.233375822853668,0,-0.356580579250441,-0.0427901898380933,0.20825015469443,0.439035167917706,-0.0646153504051317,0.0920002201048351,0.157774086909553
0.131345765031915,0.0463100198746634,0.291748059385098,0.38606229144987,0.600508667507381,0.144887405515554,0.103323967879341,0.285125892381373,0.636086804395516,0.259075033618574,0.0938845745902295,0.104097206687357,0.111223922895493,0.639535121902712,0.473104804155304,0.290511432499207,0.259507383405927,0.413139669686637,0.0564123477035015,0.208468128364868,0,-0.328603568844425,-0.00440094468819009,0.342794053877434,0.494559569170326,-0.0845259108291911,-0.0432499924527961,0.0875413313027778
0.131345765031915,0.0603467229051367,0.285604843019948,0.110493268218987,0.78774527207643,0.0552466341094936,0.055613889487496,0.110493268218987,0.626637912285837,0.243184711014782,0.149131208699723,0.106900573758584,0.0174899879095836,0.582564970883855,0.466717509482622,0.312682791924018,0.202029095443949,0.359410061509548,0.102977747968098,0.220625693118714,0,-0.353250608146581,-0.065016327049826,0.254930835455062,0.605371267153429,-0.0762118413238151,-0.0394265438468087,0.0937398731695383
0.131345765031915,0.0729881853763761,0.268762483332986,0.076099130922421,0.832827375047709,0.174810139032855,0.0580426264680843,0.076099130922421,0.602765474254954,0.329002350394666,0.17512768670922,0.174855748185773,0.0192844618067812,0.636866453440315,0.559206976682906,0.367303802681964,0.145340231229005,0.384553772591992,0.136237751940514,0.260966567292809,0,-0.362571394784866,-0.0711878211473232,0.243437340506932,0.605350223903354,-0.0795688707008418,-0.0630886826767906,0.0711991518038228
0.0552466341094937,0.065040615095506,0.159074935842375,0.076099130922421,0.793871886890609,0.187220003018078,0.0580426264680843,0.076099130922421,0.719546628468975,0.487149712183217,0.0938845745902295,0.154817084420658,0.0102246174397461,0.680479970322061,0.54966812388044,0.339937518848711,0.0877360776457901,0.374157887270883,0.0601105597957339,0.281412738730262,0,-0.392589405810549,-0.13314175460215,0.171623904276319,0.606878344710719,-0.0810088187279754,-0.076853447516734,0.0525616806079763
0.0552466341094937,0.0676126056937905,0.142612522832035,0.0208524968129274,0.781284508034916,0.120508656476396,0.0580426264680843,0.0208524968129274,0.811205233967926,0.318792845715817,0.121012829098142,0.166870056210947,0.00749665003754417,0.702517872754208,0.543036717620074,0,0.0913652276497271,0.320613791947376,0.0154388728655999,0.315443680119667,-0.0188922312217948,-0.352967426923581,-0.0806483078855748,0.116198988773478,0.602087864385234,-0.0770776705161975,0,-0.0551408018734228
0.0552466341094937,0.0802540681650299,0.17169190310093,0.0208524968129274,0.644794761806432,0.0552466341094937,0.0580426264680843,0.0208524968129274,0.667843725438118,0.240121724195112,0.103227385430333,0.186434802562564,0.00749665003754417,0.634683859789021,0.534222906363545,0,-0.0343665959298507,0.450916672564706,0.0131921598604957,0.304378808264803,0,-0.415922580422698,-0.077387683664001,0.0356944382895721,0.60847576969085,-0.0652344785861065,-0.0351481112676871,0.00823952865357028
0.0552466341094937,0.0802540681650299,0.245807224188442,0.0552466341094937,0.596814010485592,0,0.0580426264680843,0,0.665307607571649,0.140288049661173,0.103227385430333,0.151926422002347,0.00785253590258552,0.551008789877641,0.580916646440109,0.330230377057556,-0.0807215285511714,0.50908562322877,0.013866402749604,0.351417708410444,0,-0.572073208958829,-0.0741799419085266,0.00368740256244614,0.52594210363607,-0.0547109611565653,-0.0282959861589571,0.0264296178133197
0.0552466341094937,0.0912237180503843,0.248956554589615,0.0552466341094937,0.57060253554105,0,0.0580426264680843,0,0.575122067686936,0.147904895865318,0.113021326560065,0.153937972234562,0.00747576655569916,0.491914812469374,0.528195609370389,0,-0.0736917831076738,0.497066332731005,0.0603055068709684,0.250153954336686,0,-0.577105040069099,-0.0701620769454461,0.0273580831130042,0.56716618815633,-0.0311775944204545,-0.021532683411124,0.0502214200196538
0.0552466341094937,0.112076214863312,0.251989387720996,0.0552466341094937,0.570102641881939,0,0.0570504542379097,0,0.473963201058411,0.149792656853173,0.112868748882034,0.162125126112948,0.01443481536314,0.466714343132106,0.552734353630521,0,-0.0633699005554993,0.507626517857902,0.0819257123106399,0.336097970864031,0,-0.577218052780219,-0.0321784652820557,0.0444736359203156,0.549901301859071,-0.0271971262624927,0.0435812542243673,0.162324141902176
0.0552466341094937,0.112076214863312,0.319517073908908,0.0552466341094937,0.592094406669341,0,0.0570504542379097,0,0.477980446853742,0.152037989700181,0.0783395598304702,0.163163069134654,0.012325579260622,0.403264166156983,0.562385127987254,0.378441475396146,0.199063266036504,0.492436279289449,0.0795169630329481,0.251273336106353,0,-0.585192212245318,-0.0428732345466713,0.0781984992655322,0.561477226606213,-0.0232397587733257,0.0163854297217551,0.179308917768578
0.0552466341094937,0.112076214863312,0.30181207670116,0.0552466341094937,0.636290030957852,0,0.0548207455178575,0,0.477980446853742,0.153280475547904,0.0783395598304702,0.158940804017037,0.012325579260622,0.403264166156983,0.524751168264135,0.391513600216127,0.224662830433584,0.500017771711108,0.0885793798064605,0.257587960809494,0,-0.602276741386055,-0.035558087856047,0.111046030593465,0.554044276059701,-0.0231664692170165,0.0121409397559141,0.191854786950018
0.0552466341094937,0.112076214863312,0.241057220407089,0.0552466341094937,0.63266762379678,0,0.0564228503612397,0,0.477980446853742,0.150452057870117,0.0783395598304702,0.16013716418372,0.012325579260622,0.375493324820283,0.541639294433009,0.35295028637217,0.235826912216732,0.500524699514185,0.109349376423894,0.239989910933989,-0.0246837992886966,-0.595445318677952,-0.0295126600231686,0.0242128709812899,0.537861091878354,-0.0108602336015425,0.0149101100097735,0.256396811136478
0.0552466341094937,0.112076214863312,0.242580413041439,0.0552466341094937,0.621185268048692,0,0.0564228503612397,0,0.47310969437761,0.0952054237606231,0.0783395598304702,0.16013716418372,0.012325579260622,0.378861324090796,0.560868167260078,0.360891968921834,0.182937253243215,0.485914334001058,0.0927829533597418,0.30398206995523,0,-0.562856884024956,-0.0527851681729812,0.0305700741388555,0.555485902292059,-0.0194254901007499,0.0269183081346692,0.240138366358404
0.0552466341094937,0.112076214863312,0.253955608012583,0.0552466341094937,0.62912372825465,0,0.0564228503612397,0,0.47310969437761,0.104477549434211,0.080715040493517,0.14533579680819,0.012325579260622,0.337122391796544,0.565501425578482,0,0.167231899843601,0.516548684772585,0.0896177257500431,0.278312696390181,0,-0.584906849932372,-0.0296540445785701,-0.0088953617046687,0.551517595289772,-0.0207937437752218,0.0252147018194143,0.20752817432525
0.0552466341094937,0.1235409272955,0.302471489738595,0.0552466341094937,0.62912372825465,0,0.121245148902594,0,0.47310969437761,0.0990746934315432,0.0810026699265459,0.107352306506778,0.0252272464008537,0.367830982146233,0.575443897571793,0.360509279482544,-0.0236533288192716,0.501245301774473,-0.0400900309276115,0.268317970970879,0,-0.611923172186077,-0.0396834023265305,-0.0255385277384905,0.534982927449323,-0.0337817974163535,-0.0620919208530187,0.150951615795431
0.0552466341094937,0.1235409272955,0.285471483984004,0.110493268218987,0.746352995014663,0.0365160388886511,0.114268896295384,0,0.47310969437761,0.0990746934315432,0.0810026699265458,0.0893764139234619,0.183352170597587,0.419487128574109,0.543409238152436,0,-0.0645216986535777,0.481639673511642,-0.0248180114043126,0.206724506984631,-0.0493442915847334,-0.591374835688194,-0.0477263768377285,0.0442933123156559,0.45576157892095,-0.0511525909103836,-0.0841560066981008,0.049750916639868
0.0552466341094937,0.1235409272955,0.36483130250327,0.264404361360381,0.738096987132341,0.0365160388886511,0.109939663178297,0,0.571650963133586,0.09187861277701,0.0868995607594913,0.0873313332190236,0.182452301341783,0.415853163611529,0.534698787439567,0,-0.107938918500834,0.510080671887587,-0.0607774009616069,0.16641399024849,-0.0348093609733045,-0.557946846826883,0.186433673422512,-0.000964902025282014,0.463707863502053,-0.066379813680759,-0.0834909158776895,0.126582997646021
0.0552466341094937,0.1235409272955,0.33204548688219,0.262058770942216,0.789187104775152,0.0365160388886511,0.150948408976783,0,0.516075265662954,0.0928412489134104,0.0868995607594913,0.0432839532793719,0.279285583399131,0.229924231812514,0.589522459057423,0.412160941586461,-0.0243717211994736,0.523662377076806,-0.0922420804418481,0.0870901073206111,-0.0617356744344977,-0.539206424949544,-0.0561686516510521,0.00342442850732169,0.47672238535233,-0.0767897494056308,-0.0863099066244686,0.216824437723905
0.0552466341094937,0.1235409272955,0.33204548688219,0.335665526334664,0.913403594673697,0.0250513264564623,0.158820968544051,0,0.310320941345706,0.0939639153369147,0.0865660690851037,0.000885777261974134,0.174578684862165,0.0308678850703359,0.595645591910474,0.349765105173298,-0.0480705719187823,0.415225361755971,-0.136896318823525,0.144560352040636,-0.0668770990557971,-0.594740622600945,-0.0985687454065879,0.331029013818465,0.461170217521975,-0.0540294572368787,-0.0992590367050808,0.287307170771907
0.0552466341094937,0.1235409272955,0.378435472934462,0.409105884247098,0.890932094328661,0.0547965451032939,0.138751304002991,0,0.244804394108574,0.100467825803119,0.0814819952046601,0.0348083529569907,0.160458028948107,0.106976126067669,0.486687894084193,0,-0.0235121201098617,0.385630041656882,-0.210634091091856,0.126649973168981,-0.0740896575826043,-0.581215394067665,-0.0471867354348439,0.318302110655353,0.462899750133656,-0.00518079686052862,-0.0977103945711596,0.289208208422629
0.0552466341094937,0.1235409272955,0.449746743180223,0.33015775477822,0.887401452304086,0.0413499638849145,0.144429235772637,0,0.119070890208881,0.096282819505737,0.0825929002215915,0.0296164649943801,0.093746682406425,0.139433368118679,0.496405129194407,0.28663242497842,-0.00244822428354015,0.186989373501632,-0.210280915368827,0.129622877152697,-0.0728400776960233,-0.564348484590588,-0.03257193435445,0.357064174897271,0.475375830670591,0.0174293261767575,-0.0930248525833391,0.331294663491909
0.0552466341094937,0.233956160417163,0.532813321465345,0.36216500897907,0.858606850114028,0.0360375778927869,0.137781846785741,0,0.180064385418045,0.091638358710825,0.0838925541252364,0.0833327278693777,0.109212801344036,0.185486334268874,0.511491361959078,0.262938296899403,-0.0876143838092844,0.144817622641135,-0.148523441168679,0.0516176613045683,-0.0572887199082453,-0.544799286207626,-0.0383161251172653,0.37682323712171,0.445342167541488,0.0171563767692226,-0.0896269013951544,0.397325237991359
0.0943346635964292,0.285808569837005,0.194443089190078,0.235513136137525,0.901677224732446,0.0428083981346064,0.119063877806091,0,0.199103552063845,0.085979958661051,0.123913396096025,0.104163484661235,0.144197411785612,0.180792442078505,0.483023059607883,0.245960459987509,0.029815241852255,0.163886126325212,-0.111385662267658,0.106715728504242,-0.0562464942358615,-0.595170818647038,-0.0196375000885253,0.335083445073905,0.447255640712324,0.0294458809063786,-0.100896905293151,0.358891306155517
0.196616897473729,0.337509881133493,0.185262160808694,0.379078491774336,0.867096462490498,0.0696099948912429,0.141312942550982,0.143565355636811,0.210712691166451,0.0812971957345364,0.0729405820678749,0.12034657352813,0.141542859390592,0.316964640630625,0.371034516705135,0.217517886195144,0.107367188580275,0.148750503962214,-0.0825417716608231,-0.0949445210700669,-0.0561013806351835,-0.447623951273053,-0.0524622360101173,0.0605592542333407,0.444566912655062,0.0291613822977998,-0.0815648458037562,0.399124407961858
0.240398819151033,0.377581289734443,0.229836569140108,0.358225994961409,0.812936631338786,0.0612123356041731,0.153258228286789,0.177959492933378,0.230376249809547,0.0751448692944752,0.0802064648565288,0.0906406746689729,0.209210174372411,0.286442675226317,0.443989223749549,0.206535959476385,0.0688363598599147,0.0645351155838059,-0.160203142871107,-0.0841674254257643,-0.0489183448005732,-0.385935983756874,-0.0659805559724344,0.0062230843537352,0.346566018244657,0.000750242865646586,0,0.3855095021486
0.179326516352755,0.261145100204949,0.299808843390793,0.341880765393469,0.773163489209025,0.0612123356041731,0.153874287061975,0.164417852449739,0.28562288391904,0.0777168598927597,0.105707880319191,0.0907352110049617,0.212149243417503,0.277054890845579,0.344940803945804,0.213875753453452,0.00566381277401712,0.110224852856219,-0.0699731669178108,-0.101502975893228,-0.051917943671369,-0.326715629801944,-0.0612036346695613,0.0311157581572402,0.332327811248446,-0.0134284903906854,-0.0893428072260065,0.407970379591379
0.154275189896292,0.207710545960458,0.342868956105607,0.347798334527858,0.723198842529675,0.0612123356041731,0.160227979541979,0.167266850996196,0.259523436984349,0.0777168598927597,0.104687738328348,0.112342797476473,0.212026053141579,0.277054890845579,0.259237253835075,0.106137013833863,0.031589893945242,0.19763889651374,-0.0982127403353448,-0.287146918016047,-0.0229348661495954,-0.16941652623121,-0.0667636456734648,0.123518615599061,0.307675204169085,-0.0473756207786753,0,0.354747660866451
0.126651872841545,0.110415233121663,0.397669946062116,0.590979862249587,0.635953544839631,0.0505527419191244,0.176076527964231,0.167266850996196,0.127500063831944,0.0751448692944752,0.104687738328348,0.0969681762158876,0.212259790014124,0.270594126804065,0.0995416933125743,0,0.0321165341058987,0.197811716207949,-0.0988175642416409,-0.515443708138061,-0.0127006677174622,-0.240548862182216,-0.0551380709231978,-0.0332998068998379,0.171986127383597,0.123801266970031,0,0.364030008158954
0.186592399141408,0.112076214863312,0.408970797412137,0.625373999546153,0.518396319431433,0.0552466341094937,0.177422205728111,0.180808491479835,0.0995617277324647,0,0.39777929588952,0.205985715393716,0.209994073747468,0.275288018994434,-0.114426825860661,0.0990352371783061,0.0678164699217049,0.15337890014401,-0.0713170847605411,-0.537717386850671,-0.0404152331863372,-0.254160339727111,-0.0758264575549219,0.0848684523112447,0.128675383853864,0.108686099954005,-0.0931218958595633,0.33999536211113
0.17043379451885,0.113670721124953,0.432932243973088,0.630881771102597,0.458299158774705,0.0381428779339015,0.176898248262341,0.183467264489822,0.100774864166509,0,0.522100303048046,0.482943391063624,0.209883527150847,0.251863531583222,-0.201611209363465,0,0.124465594568831,0.195288894865165,0.000619594413627358,-0.563314341596271,-0.0257995308438059,-0.521536832959484,-0.0757190865409699,-0.268873149009274,0.149518421091104,0.171240835107166,0,0.370273882713377
0.17043379451885,0.113670721124953,0.453784740786015,0.546392148236497,0.376910328925519,0.0381428779339015,0.179363409156672,0.172417999536156,0.100774864166509,0,0.440388993561886,0.567902282575565,0.209883527150847,0.251863531583222,-0.20045628276665,0,0.270741022869806,0.190930020496513,-0.00361990534099666,-0.577778122564532,0,-0.564465200740473,-0.0826110438860196,-0.282196778231192,0.142305609738676,0.141586183588065,-0.0799732369553539,0.362621355343614
0.17043379451885,0.113670721124953,0.509031374895509,0.551230114184635,0.351676966778394,0.0381428779339015,0.176428014308993,0.174763589954321,0.100774864166509,0,0.387731546812241,0.611013673972071,0.209883527150847,0.228934106718845,-0.194911892583387,0,0.339080804507449,0.194958664119458,0.131424865170498,-0.550315350632963,-0.02241658755883,-0.530177091112605,-0.0636457262559332,-0.276389863117198,0.14351800866661,0.143461832878161,-0.0863142614132265,0.386208921440912
0.115187160409357,0.113670721124953,0.509031374895509,0.551230114184635,0.347844375889112,0.0381428779339015,0.194827791061493,0.174763589954321,0.102492173222299,0,0.339538020200328,0.601625889591333,0.209772980554226,0.228934106718845,-0.14716300482479,0,0.389201980846959,0.210844157956891,0.100749317397483,-0.562503063524678,-0.0399398225001141,-0.496303357050096,-0.0610734036194164,-0.291129100988125,0.186263649545627,0.125244940357574,-0.0976319893803314,0.344324387402094
0.131345765031915,0.113670721124953,0.509031374895509,0.551230114184635,0.368780128678475,0.0381428779339015,0.191822181608082,0.174763589954321,0.102492173222299,0,0.362355801098234,0.594526364461732,0.209772980554226,0.228934106718845,-0.138791423350971,0,0.375111936640129,0.198077688353414,0.0478768882619216,-0.563381569546421,0,-0.479644051362414,-0.055332351566686,-0.271934022020605,0.141593740632308,0.101024200639491,-0.0961616263425179,0.333098014691446
