timeScaleCut
2003.6666666666665
2003.7083333333333
2003.75
2003.7916666666665
2003.8333333333333
2003.875
2003.9166666666665
2003.9583333333333
2004
2004.0416666666665
2004.0833333333333
2004.125
2004.1666666666665
2004.2083333333333
2004.25
2004.2916666666665
2004.3333333333333
2004.375
2004.4166666666665
2004.4583333333333
2004.5
2004.5416666666665
2004.5833333333333
2004.625
2004.6666666666665
2004.7083333333333
2004.75
2004.7916666666665
2004.8333333333333
2004.875
2004.9166666666665
2004.9583333333333
2005
2005.0416666666665
2005.0833333333333
2005.125
2005.1666666666665
2005.2083333333333
2005.25
2005.2916666666665
2005.3333333333333
2005.375
2005.4166666666665
2005.4583333333333
2005.5
2005.5416666666667
2005.5833333333333
2005.625
2005.6666666666667
2005.7083333333333
2005.75
2005.7916666666667
2005.8333333333333
2005.875
2005.9166666666667
2005.9583333333333
2006
2006.0416666666667
2006.0833333333333
2006.125
2006.1666666666667
2006.2083333333333
2006.25
2006.2916666666667
2006.3333333333333
2006.375
2006.4166666666667
2006.4583333333333
2006.5
2006.5416666666667
2006.5833333333333
2006.625
2006.6666666666667
2006.7083333333333
2006.75
2006.7916666666667
2006.8333333333333
2006.875
2006.9166666666667
2006.9583333333333
2007
2007.0416666666667
2007.0833333333333
2007.125
2007.1666666666667
2007.2083333333333
2007.25
2007.2916666666667
2007.3333333333333
2007.375
2007.4166666666667
2007.4583333333333
2007.5
2007.5416666666667
2007.5833333333333
2007.625
2007.6666666666667
2007.7083333333333
2007.75
2007.7916666666667
2007.8333333333333
2007.875
2007.9166666666667
2007.9583333333333
2008
2008.0416666666667
2008.0833333333333
2008.125
2008.1666666666667
2008.2083333333333
2008.25
2008.2916666666667
2008.3333333333333
2008.375
2008.4166666666667
2008.4583333333333
2008.5
2008.5416666666667
2008.5833333333333
2008.625
2008.6666666666667
2008.7083333333333
2008.75
2008.7916666666667
2008.8333333333333
2008.875
2008.9166666666667
2008.9583333333333
2009
2009.0416666666667
2009.0833333333333
2009.125
2009.1666666666667
2009.2083333333333
2009.25
2009.2916666666667
2009.3333333333333
2009.375
2009.4166666666667
2009.4583333333333
2009.5
2009.5416666666667
2009.5833333333333
2009.625
2009.6666666666667
2009.7083333333333
2009.75
2009.7916666666667
2009.8333333333333
2009.875
2009.9166666666667
2009.9583333333333
2010
2010.0416666666667
2010.0833333333333
2010.125
2010.1666666666667
2010.2083333333333
2010.25
2010.2916666666667
2010.3333333333333
2010.375
2010.4166666666667
2010.4583333333333
2010.5
2010.5416666666667
2010.5833333333333
2010.625
2010.6666666666667
2010.7083333333333
2010.75
2010.7916666666667
2010.8333333333333
2010.875
2010.9166666666667
2010.9583333333333
2011
2011.0416666666667
2011.0833333333333
2011.125
2011.1666666666667
2011.2083333333333
2011.25
2011.2916666666667
2011.3333333333335
2011.375
2011.4166666666667
2011.4583333333335
2011.5
2011.5416666666667
2011.5833333333335
2011.625
2011.6666666666667
2011.7083333333335
2011.75
2011.7916666666667
2011.8333333333335
2011.875
2011.9166666666667
2011.9583333333335
2012
2012.0416666666667
2012.0833333333335
2012.125
2012.1666666666667
2012.2083333333335
2012.25
2012.2916666666667
2012.3333333333335
2012.375
2012.4166666666667
2012.4583333333335
2012.5
2012.5416666666667
2012.5833333333335
2012.625
2012.6666666666667
2012.7083333333335
2012.75
2012.7916666666667
2012.8333333333335
2012.875
2012.9166666666667
2012.9583333333335
2013
2013.0416666666667
2013.0833333333335
2013.125
2013.1666666666667
2013.2083333333335
2013.25
2013.2916666666667
2013.3333333333335
2013.375
2013.4166666666667
2013.4583333333335
2013.5
2013.5416666666667
2013.5833333333335
2013.625
2013.6666666666667
2013.7083333333335
2013.75
2013.7916666666667
2013.8333333333335
2013.875
2013.9166666666667
2013.9583333333335
2014
2014.0416666666667
2014.0833333333335
2014.125
2014.1666666666667
2014.2083333333335
2014.25
2014.2916666666667
