"Source","Target","Weight","type"
"1","10",0.0806369703834646,"directed"
"3","10",0.0519555361300802,"directed"
"6","10",0.188950403448961,"directed"
"7","10",0.160157517397978,"directed"
"8","10",0.0703949443071019,"directed"
"9","10",0.170792216289652,"directed"
"11","10",0.0610444928250003,"directed"
"12","10",0.116257646354257,"directed"
"15","10",0.0572183705415036,"directed"
"1","11",0.210848666562308,"directed"
"3","11",0.0878797353390976,"directed"
"4","11",0.244307154830389,"directed"
"5","11",0.0546985201649009,"directed"
"6","11",0.10553540487311,"directed"
"7","11",0.577663245436666,"directed"
"9","11",0.156623829992134,"directed"
"10","11",0.329410968776869,"directed"
"12","11",0.0762019011124302,"directed"
"13","11",0.152249707310967,"directed"
"14","11",0.0873722006639373,"directed"
"15","11",0.0228895294823922,"directed"
"1","12",0.248559256637823,"directed"
"3","12",0.0165878713306623,"directed"
"4","12",0.0828123433984112,"directed"
"5","12",0.189889759178441,"directed"
"6","12",0.374607018912517,"directed"
"8","12",0.34257543964719,"directed"
"9","12",0.359020921484417,"directed"
"10","12",0.282800612473093,"directed"
"11","12",0.145321855760167,"directed"
"13","12",0.157657821647574,"directed"
"14","12",0.169193362996117,"directed"
"15","12",0.407060066302207,"directed"
"1","13",0.12371458471642,"directed"
"3","13",0.0763732892066638,"directed"
"5","13",0.361900559743391,"directed"
"6","13",0.378091041213311,"directed"
"7","13",0.385792038158256,"directed"
"8","13",0.44924706215266,"directed"
"9","13",0.404290791357516,"directed"
"11","13",0.00766606876935349,"directed"
"12","13",0.211133319282295,"directed"
"14","13",0.0241666424277851,"directed"
"15","13",0.124870390690461,"directed"
"1","14",0.135807474717435,"directed"
"3","14",0.0313772274640773,"directed"
"4","14",0.0421928120998936,"directed"
"5","14",0.414109228759902,"directed"
"6","14",0.179149892222044,"directed"
"7","14",0.101343833289198,"directed"
"8","14",0.23225071561453,"directed"
"9","14",0.178356839360975,"directed"
"10","14",0.0673382965601476,"directed"
"12","14",0.120739920528581,"directed"
"13","14",0.0124292089234853,"directed"
"15","14",0.185713563186903,"directed"
"1","15",0.395240491131686,"directed"
