"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
0.219466481951734,0.143811375405009,0.351256293985498,0.730837993260591,0.178836657758097,0.351538033626137,0.170541648660721,0.20344284328109,0.573254711662952,0.315663179028834,0.915503214142621,0.841965358499807,0.259678286616623,0.470477799647404
0.219466481951734,0.143811375405009,0.398866569117657,0.772360086942668,0.459377933165808,0.27553318132337,0.170541648660721,0.20344284328109,0.562453481340505,0.47328069512998,0.867894700646278,0.805673378503458,0.259678286616623,0.428955705965328
0.219466481951734,0.143811375405009,0.375497579097595,0.736011965544366,0.498100734212725,0.27553318132337,0.167485061334941,0.20344284328109,0.413732735028772,0.585535728441833,0.908236942075323,0.790743743769799,0.259678286616623,0.428955705965328
0.219466481951734,0.143811375405009,0.372695087412933,0.631470405523345,0.443251059527319,0.191405061564939,0.106117947667372,0.282416045152736,0.380585299233208,0.326841364147458,0.988865283531462,0.72177822652842,0.143811375405009,0.344827586206897
0.193435878428856,0,0.468827345045284,0.709029449388922,0.626147824592495,0.208927368588054,0.173787735119809,0.225419864088382,0.336782356223392,0.47052256875422,0.637327249905325,0.416723964603837,0.157283790526855,0.362349893230011
0.0689655172413793,0,0.379417570369918,0.658411138204076,0.680801703927707,0.154273489252842,0.173787735119809,0.225419864088382,0.336782356223392,0.367074292892151,0.708913278264671,0.416304818674329,0.157283790526855,0.307696013894799
0,0.145654319282733,0.616032243604447,0.606879784274407,0.630710218203354,0.132071551674403,0.173787735119809,0.19991911368159,0.405747873464771,0.363863623775203,0.75900419895203,0.42943042594159,0.157283790526855,0.260932434231858
0,0.145654319282733,0.634909670655233,0.626374688956235,0.744407441662408,0.132071551674403,0.167928252311454,0.219414018363419,0.516625317585077,0.374068858846722,0.815378930328872,0.471493650989395,0.160041319609962,0.2922045237356
0,0,0.51153891847636,0.432991274115694,0.825091924520499,0.11516724147878,0.165897435447538,0.0260306035228782,0.592140495746977,0.376099675710639,0.676760032357688,0.527704729519884,0.136805178135325,0.361226182378932
0,0,0.690324540622327,0.370858189729775,1.04449089277514,0.11516724147878,0.169329700052741,0.184696508400982,0.641720695411268,0.376099675710639,0.686428576584827,0.492537027729812,0.136805178135325,0.325892459147358
