"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
-0.721521651330104,0,0.272309136869301,0.568345318087281,-0.435286200967425,0.379823155924311,0,-0.279387565892559,0.258022225698247,0.229080426848044,-0.105274020977935,-0.142657222785306,0,0.181323846437137
-0.750376080017936,0,0.274074563901197,0.551543595314546,-0.448125851064385,0.375043005391376,0,-0.27023866670135,0.24364408727719,0.18475123000192,-0.0821923909325046,-0.123455278817973,0,0.17468635404692
-0.765842668344646,0,0.243267013795085,0.593375996010978,-0.40955060319907,0.338653955640439,0,-0.291947980225567,0.236540550507542,0.200204080207763,-0.122455511931531,-0.0806723063047901,0,0.235932091539501
-0.722306848666237,0,0.201691269295417,0.56191960976538,-0.341229013723531,0.344432676262665,0,-0.276932654853538,0.311029155211891,0.212112193206188,-0.111830301645567,-0.0937570493582681,0,0.225303092453788
-0.722749697916538,0,0.214170576658366,0.586954037916234,-0.293356117172352,0.325285305278879,0,-0.262642241064455,0.289512043785013,0.225615018558887,-0.0709641034574754,-0.0686332674222338,0,0.243921982343845
-0.734066401170104,0,0.241067833601876,0.577003033908455,-0.309344156780881,0.336110878094135,0,-0.270549924230409,0.292223329967579,0.220445901588167,-0.114378248471035,-0.0551802738655266,0,0.223139020802019
-0.740207690315447,0,0.224407647331542,0.583695855942257,-0.213620720619505,0.304310038491643,0,-0.476669632622702,0.292556715189805,0.220837288454603,-0.126440095698601,-0.0187459830883545,0,0.169772771220891
-0.731306094471773,0,0.194259845376258,0.578967499094287,-0.290239389524568,0.292375659953755,0,-0.461526242260589,0.322561609391714,0.267419789573357,-0.139107015076911,-0.112681575791341,0,0.139975006381389
-0.724675321280298,0,0.1904577304857,0.577607921731297,-0.318478435911629,0.266277078554249,0,-0.471617042700883,0.0903463686389239,0.271612940403079,-0.158769552583461,-0.0722356732914681,0,0.147030083355065
-0.745123952672265,0,0.182590288037592,0.557402848183723,-0.315100606543179,0.202094115536668,0,-0.440909395028765,0.0744337966675593,0.2888274683211,-0.173219000374029,-0.0719472939019325,0,0.121728717868519
-0.733391842814416,0,0.194734832889806,0.566290461625662,-0.327392262649085,0.0834324702715014,0,-0.466887589322638,0.0021383205317596,0.44230659290564,-0.176950155398176,-0.0402098709248148,0,0.0511472876936238
-0.738358163633845,0,0.203862991709119,0.62566984212059,-0.210794802118003,-0.0226920170366257,0,-0.487893967876802,0.0119983483237949,0.560826800312274,-0.167122610329758,-0.0429937045488618,0,-0.0107084690059076
-0.71360779096584,0,0.172183949975107,0.665314528761814,-0.206206051588612,-0.0631863205453159,0.312277604486501,-0.463956983384521,-0.0515955220622525,0.531223886279924,-0.157780776129214,0.0257845078899746,0,0.0690831440433321
-0.743298687297862,0,0.242148797265849,0.601694986623767,-0.253318072918662,0.0716800750596738,0.160486918057158,-0.477117767735192,-0.0739922432470757,0.111509420294298,-0.0757068129505989,0.0481074255787601,0.219575144668024,0.10822639976111
-0.566396927965693,0,0.190326120741729,0.608705919798442,-0.178959949125615,0.0567177128120944,0.123977660076389,-0.522074485396629,-0.0746405113189069,0.105035208352313,-0.0356040480481526,-0.00357540056269146,0.2230006613311,0.190915099384653
-0.0509915847224494,0,0.18086207511266,0.641709577806558,-0.120132519550508,0.0757799601541534,0,-0.458756370794258,-0.0100799698484715,0.0820212160223758,0.223870859021079,-0.0126718073290032,0.18993611549196,0.211036613619817
0.382522743354243,0,0.166801807736825,0.567156702570828,0.00683307584645246,0.207559389028253,0.144123375591851,-0.494308418511558,0.0276758087356172,0.103183540856464,0.451624321460075,-0.0459977375945484,0.185268572898244,0.253759466888137
0.330123183384414,0.405973244840818,0.247947494287969,0.535353742636181,0.0769469264271571,0.291327871718613,0,-0.445126920085281,-0.0534158799464999,0.25996297992805,0.548056690342288,-0.0806606797726544,0.114845779622987,0.196952659404346
0.590586522670079,0.362651436232909,0.323948439810403,0.515730803733713,0.0704207016568991,0.260235080974006,0,-0.410202638730974,-0.00549379037590227,0.427916915011914,0.617368950059605,-0.1055154445985,-0.0539898610706543,0.10927965641001
0.582613130481125,0.390328403261274,0.252197102858537,0.448659021373802,0.128549254944599,0.275411620778817,0,-0.440970048209224,-0.0811612272204546,0.318235440245836,0.755697487010002,-0.0951368194919886,-0.0492169710112319,0.117017424563202
0.69806964738323,0.458512941919375,0.181431219915125,0.480046436518982,0.170068406552314,0.325769969268826,0,-0.45260537915684,-0.0888652310832506,0.303887872529077,0.755671218285233,-0.0993274687706812,-0.0787549088376849,0.0888793753763604
0.686162099927802,0.424351043190953,0.109522762302219,0.467069037625659,0.075037256383177,0.351293348412526,0,-0.490077483843629,-0.166203608972156,0.214241673183985,0.757578803128834,-0.101124985707101,-0.0959377497870764,0.0656138341934274
0.677883978189608,0,0.114053105393746,0.400228834801922,0.0192726646602535,0.393774877160139,-0.0235835633981351,-0.440616547225281,-0.100674952558149,0.14505360358797,0.751598747351555,-0.0962176519998476,0,-0.0688334046698338
0.666881515107971,0,-0.0429005332601855,0.562888618599894,0.016468046297751,0.379962368525353,0,-0.519204768825751,-0.0966046478310782,0.0445581063708245,0.759572901806243,-0.0814335503000248,-0.0438761150376951,0.0102855742178326
0.725170277640228,0.412233417106518,-0.100766355431048,0.635502124102956,0.0173097176564353,0.438682001518384,0,-0.714130831528823,-0.0926003573813719,0.00460306096643426,0.656544417609103,-0.0682968256031212,-0.0353224653911005,0.0329926391420531
0.659357515476128,0,-0.0919909786429312,0.620498194914982,0.0752806128535747,0.312272360640362,0,-0.720412170487921,-0.0875847733579962,0.0341516615995391,0.708005295861114,-0.0389196366476759,-0.0268796945366821,0.062692438445889
0.689989738011167,0,-0.079105958938298,0.6336806926577,0.102269562950638,0.41955805594377,0,-0.720553246595142,-0.0401690444672608,0.0555173605467178,0.686453180826481,-0.0339507358304312,0.0544033819988873,0.202632587260604
0.702036999460124,0.47241632937419,0.248494796601675,0.614718403338553,0.0992626713541004,0.313669708080256,0,-0.730507554960533,-0.0535195463756598,0.0976168057344204,0.700903647368058,-0.0290106720563429,0.0204542711822678,0.223835034644707
0.655057748325979,0.488734533445539,0.280451262877966,0.624182537303439,0.110575473849969,0.321552384841598,0,-0.751834526422381,-0.0443878973015169,0.138621059199774,0.691624941301479,-0.0289191831857407,0.0151557864756715,0.239496302906332
0.676139545891524,0.44059515032006,0.294387617320372,0.62481534577597,0.136503090670644,0.299584374814085,-0.0308132977305638,-0.743306720011133,-0.0368412645670488,0.0302254281738494,0.671423137414799,-0.0135570544661269,0.0186125990392815,0.320065448041999
0.700143345975692,0.450508917079476,0.228364360942444,0.606576923998066,0.115822881751592,0.37946711187904,0,-0.702625902289704,-0.0658928183481367,0.038161256501438,0.693424553176227,-0.0242492414978688,0.033602681388535,0.299769694794153
0.705927138266249,0,0.208759043114096,0.644818418350917,0.111871662590314,0.347423501372973,0,-0.730151331276851,-0.0370177578349261,-0.0111042641945533,0.688470833381408,-0.0259572608894277,0.0314760343520046,0.259061716884587
0.71833853191455,0.450031197928819,-0.029526940107672,0.625714888497569,-0.0500452156717092,0.334946878691099,0,-0.763876365719562,-0.0495376127697278,-0.0318802729516086,0.667830265165597,-0.0421705171675239,-0.0775106304151,0.188436027453207
0.6783490032832,0,-0.0805437723521285,0.601240776802211,-0.0309808374933514,0.258058482303347,-0.0615975008596188,-0.738225451815599,-0.0595778243819802,0.0552922588574177,0.568936615518261,-0.0638548383486962,-0.105053685612788,0.0621050993351219
0.667475567308295,0,-0.134742386841734,0.636744263946257,-0.075869688017494,0.207738029631688,-0.0434532460313866,-0.696496601192946,0.232729014645699,-0.00120450717647237,0.578856127088809,-0.0828632958128621,-0.104223438970952,0.158016176864646
0.735913091713917,0.514509037181681,-0.0304237241902046,0.653698587743396,-0.115147698889403,0.108716384170471,-0.0770659206347721,-0.67310254454271,-0.0701164908288956,0.00427478500854012,0.595102424180406,-0.0958582341161157,-0.107742443487408,0.270666434964419
0.743556725233951,0.436619022680277,-0.0600074902282246,0.518334416328153,-0.170890509228014,0.180457680576872,-0.0834840674428243,-0.74242703330746,-0.123045405758593,0.413230371910948,0.575688331069875,-0.0674460901496262,-0.123907110678995,0.358651489974427
0.607542575066419,0,-0.0293506663519869,0.481389965476854,-0.2629388970924,0.158099783796687,-0.0924876535879846,-0.72554321048928,-0.058904178845475,0.397343115181689,0.577847342439038,-0.00646729598948494,-0.121973908638559,0.36102459463484
0.619672800850017,0.357809190829793,-0.00305616906366857,0.233422706560244,-0.262498020524834,0.161810921393586,-0.0909277771429928,-0.704487898159398,-0.0406602200571144,0.445730602544074,0.593421492090753,0.0217573887409412,-0.116124849560936,0.413561987898589
0.638505257570861,0.328231320161432,-0.109370849366436,0.180778836794268,-0.185404886791236,0.0644353953510473,-0.0715146952253822,-0.680084229051462,-0.0478308123199041,0.470396249030561,0.555929848559189,0.0214166603440932,-0.111883116738088,0.495989321210421
0.60296768630918,0.307037534817912,0.0372189837292593,0.204582444756793,-0.139045028450748,0.133215453442818,-0.0702136633392453,-0.742964055939016,-0.0245138979552793,0.418291602394182,0.558318476736838,0.0367579028128972,-0.125951695949579,0.448011448324526
0.463170069478996,0.271532081048929,0.134028684544222,0.185688333977745,-0.103038602592991,-0.118521211479687,-0.0700325150269393,-0.558778246435673,-0.0654896954429178,0.0755973709398676,0.554962081832797,0.0364027573092596,-0.101819085818348,0.498235262336439
0.554240940810988,0.257823114544923,0.0859298532711326,0.0805605209839301,-0.1999849002548,-0.105067939846956,-0.0610657826697162,-0.48177187933481,-0.0823648941489229,0.00776840504783498,0.432625536230104,0.000936543702977919,0,0.481239493512892
0.430596747570756,0.266985531337055,0.00707025475514534,0.13759596602787,-0.0873489530591137,-0.126708266428357,-0.0648102440468762,-0.407845885334436,-0.0764017643803096,0.0388424451599845,0.414851687634416,-0.0167630625918144,-0.111528476104566,0.509277871877563
0.323611231474071,0.132493031937486,0.0394343186811367,0.246716726634814,-0.122600997257069,-0.35845144314125,-0.0286300682813334,-0.211486157466475,-0.0833424412366046,0.154190845307343,0.384077327784601,-0.0591399683310539,0,0.442838850115939
0.124259956774539,0,0.040091734497778,0.246932461037329,-0.123356011462188,-0.64343905313948,-0.0158545064792491,-0.300282125230341,-0.0688299955681235,-0.0415688384261356,0.214693843788635,0.154543684866026,0,0.45442619643233
-0.142841375931237,0.123627737095949,0.0846567035444268,0.191466056762502,-0.0890265935280358,-0.671243747453329,-0.0504511723845949,-0.317273614475507,-0.0946557369539017,0.105943046222875,0.160628145890788,0.135675108920132,-0.11624599069193,0.424423250133076
-0.25167544701193,0,0.155372978762523,0.243783170920073,0.000773452535243898,-0.703196956047644,-0.0322060885320476,-0.651045227012316,-0.0945217034940667,-0.335639918931397,0.186646940829476,0.213763480008678,0,0.462220554318144
-0.250233728228352,0,0.337971624545859,0.238341897795118,-0.00451880278736775,-0.721252393303155,0,-0.70463359734591,-0.103125076545986,-0.352272081155087,0.177643039076858,0.17674496451732,-0.099832247538599,0.45266774595676
-0.243312551165891,0,0.42328158894047,0.243370937042774,0.1640603803464,-0.686970046483818,-0.027983090385514,-0.661831040161549,-0.0794502778711255,-0.345023188786013,0.179156501761339,0.179086376361497,-0.10774787966038,0.482112593096975
-0.183706625935302,0,0.485848891124888,0.263201127909461,0.125767458923608,-0.702184220833348,-0.0498577073815962,-0.619545756575079,-0.0762391942639777,-0.363422484596461,0.232516770319836,0.156345852246979,-0.121876033815468,0.429827262036329
-0.173256207447796,0,0.468259997206898,0.247264479573472,0.0597657109091421,-0.703280878089772,0,-0.598749600353938,-0.0690725201179739,-0.339460870086869,0.176754398132117,0.126110601366069,-0.120040549191473,0.415813148539389
-0.250838395619853,0.490394980656876,0.480064891187526,0.269622626687863,-0.0106941530760644,-0.694829118566156,-0.0481241708876272,-0.694593867917453,-0.0443443612789283,-0.307985541712557,0.261866367096018,0.232443680478947,-0.128629998722665,0.456748745487898
-0.113167109244512,0,0.480527653340531,0.268739868093592,-0.0378273722690331,-0.682159138417118,-0.0346869347114803,-0.653159241352723,-0.0701733325323975,-0.324655169990917,0.247861516745571,0.235324913578595,-0.126978246961079,0.43927719950049
-0.179810070035508,0,0.490215407747776,0.246314882931628,-0.111798768889614,-0.709348480450943,-0.0520561044121356,-0.706078186317115,-0.102540165335504,-0.33914215088931,0.280865912707102,0.203584609469671,-0.108620211208461,0.444986471679164
-0.165453395992067,0.499366057911051,0.481027183000379,0.258956796117049,-0.102262747928634,-0.680486674401073,0,-0.653218599429505,-0.0858158176754919,-0.341871741422776,0.287077282300172,0.146680652417972,-0.128555569680746,0.410422781662426
-0.138659727369294,0,0.481672136450893,0.179725732924497,-0.142658763145946,-0.702643924130613,-0.0683273363344065,-0.649531012489064,-0.0659545999617794,-0.32760027055357,0.179052732604128,0.0878540398542414,-0.135604950110496,0.35881033759516
-0.228311068403376,0,0.46382593145313,0.256398279644554,-0.145372495579046,-0.709328253389494,0.0739041246552521,-0.575812188775197,-0.0856712252464073,-0.333671518164777,0.21161967415605,0.0525116793545934,-0.168625970607942,0.320272693656459
-0.266006917561448,0,0.46004456119599,0.279645432864813,-0.173513688085832,-0.68296573427999,0.103419882498071,-0.591797204720952,-0.106724116296638,-0.327498294184386,0.210851441214843,0.0645275827061138,-0.167588272433703,0.251377267622622
-0.129589348170628,0.516033716419462,0.470683228078938,0.264703088149121,-0.200699753060679,-0.71643330627432,0.0967770573355341,-0.587761789959032,-0.124467381695058,-0.333196275353153,0.288567677849086,0.167137596662451,-0.186126893086696,0.310249454840148
-0.248568922318759,0.505436484487102,0.440055611486898,0.305501189703546,-0.159584986728924,-0.683458373156779,0.532093047353725,-0.583643239593424,-0.116802046698833,-0.327695801143739,0.289690029599626,0.277734131470488,-0.16519453366303,0.426430439208362
-0.189222685903862,0,0.382796545300194,0.349734751598323,-0.119650488360353,-0.691766537137329,0,-0.528687833333265,-0.119230665832253,-0.391556478070133,0.503780844467171,0.625933431915999,-0.060194681340415,0.668956301480918
-0.0847478275052677,0.346172100447839,0.399631215190727,0.334128499621385,-0.0916557524594015,-0.312560917729682,0.537781431202197,-0.403985971117988,-0.113815201878726,0.281537976120833,0.485160185781126,0.571235671534542,-0.0655992530821233,0.589254863066426
0.258423830538865,0.201563387854579,0.376781818853285,0.37474736034199,0.0358330783732419,0.0100606606900213,0.377758747174107,-0.396044824035648,0.0739473293508458,0.291998102756639,0.606616893880095,0.563474144679871,-0.10783509414376,0.489555956417433
0.175884661959994,0.180026234954658,0.422338396592304,0.394122523836731,-0.0211893180853528,-0.0980947133026739,0.411415102071548,-0.345849833472199,0.404199024836635,0.0647732290644762,0.621208427870246,0.572677493794431,-0.137718889211758,0.498334030192043
0.272173277231833,0.205337494207985,0.38066860956554,0.387576267024678,-0.0359510646785877,-0.29388714400593,0.370734849926157,-0.365569407167386,0.392725406153991,-0.0800464479850389,0.469676583413107,0.507706936877816,-0.123398510782372,0.455735413053676
0.346813848171017,0,0.383414677316815,0.35635068795443,-0.1587539071832,-0.552358875310511,0.420586963329855,-0.339372984209278,0.245365304240349,-0.338406834715208,0.264090867095748,0.459767113336194,-0.118473033259852,0.416161856853588
0.333912606180024,-0.0351631906706128,0.0759419441759139,0.295742846905206,-0.16005176420143,-0.442478866145641,0.371051820373927,-0.355697620736365,0.116964080220284,-0.353454402333666,0.187190552640655,0.291782634431227,-0.127102084401838,0.241246719111623
0.108664941048243,-0.0462604160806291,0.0532392187109032,0.433486456796837,-0.156613863816963,-0.266822938036489,0.429302472838426,-0.294217988541307,0.00867308708968494,-0.362700923426758,0.295051539601275,0.317129086815417,0,0.0972392922083816
0.0294689302449699,-0.111109909601886,-0.0438355232654878,0.428772304742936,-0.217168647324174,-0.31519345047951,0.404539869997974,-0.365541093452145,0.00180066509602947,-0.343659366698743,0.321706277059533,0.343538101477022,0,0.0539040154698429
-0.0209974588837415,0,-0.0472766511647435,0.384328880856767,-0.18627325744069,-0.227258948400032,0.377072701848681,-0.626030717932193,-0.0147046722920017,-0.365482120813003,0.240784268859283,0.216731164327199,-0.100249539434287,0.146554164611886
-0.0267176577397135,0,-0.101109868112309,0.432612994889254,-0.296777528927497,-0.161923888251526,0.423436336479995,-0.701320026896692,0.0542074275509728,-0.351991929897356,0.296078196248371,0.118069976569468,-0.0892296129628651,0.151744311907025
-0.0499797559864327,-0.0843509322941075,-0.124453050624505,0.439536379310057,-0.271392847873865,-0.351854031553756,0.434551298504223,-0.661328781116405,-0.0602328422927848,-0.204703484795175,0.314025508499713,0.00244548948108568,-0.00410891762770851,0.250334110218747
-0.0270766708180617,0,-0.13391292944656,0.440032900761096,-0.270045281732031,-0.570293549635499,0.370147812328685,-0.650929347803067,-0.133220986943777,-0.412890344182758,0.21995586814291,-0.0699285958278088,0.037802416493633,0.37311826045168
0.0532940458051259,-0.0852853833911514,-0.0631990654605427,0.479986133298119,-0.270096455532024,-0.503801774914829,0.434729097700104,-0.665154781684493,-0.109435842697242,-0.241425708924339,0.264576626535748,-0.0930618413898305,0.0356128093145868,0.42373376527485
0.0160489147563228,0,-0.0501112063486391,0.458062406357635,-0.210578641024104,-0.459652682176493,0.224754988821387,-0.673096165828524,-0.118083460557357,-0.203897095636385,0.27022707362956,0.0401050729679095,0.0518167996456529,0.596095253445746
-0.0118743047301869,0,-0.0551006052276632,0.483589000921836,-0.139027677789181,-0.505196028623191,0,-0.678372054935753,-0.0926733210764873,-0.226277027132501,0.234210064405564,0.0373124295886598,0,0.645667851735775
-0.0208097422516495,0,-0.0370387355388217,0.45980836567294,-0.281224671125872,-0.458369273347074,0.125080074273144,-0.673559842715505,-0.0934924059584314,-0.243563900873811,0.247634212160039,0.102597487304226,0.0402302327649819,0.622173021278012
0.0226823345492543,0,-0.034544384792589,0.460870744021428,-0.274267787745635,-0.468868550994361,0.0825640908591319,-0.682115492556008,-0.103745411263473,-0.184049219526227,0.255808854538741,0.137322149501166,0.0252918757132804,0.648204375755097
-0.0451539961957014,0,-0.0796224379971267,0.418516350321879,-0.241101910417012,-0.456508878535898,0.054657599846741,-0.689454380494135,-0.103823763135903,-0.23307802935408,0.262482105236944,0.157368632889972,0.0408892134122409,0.633698006105777
0.0507606654974164,-0.0894797509348638,-0.0801343193135911,0.367548492884226,-0.3255915607266,-0.480686905601353,0.0612370814287617,-0.692964772262699,-0.1017263660231,-0.306674013659342,0.255821395392628,0.183973229151868,0.0334981699542984,0.64616916110902
0.0111673857806891,0,-0.0942318950981878,0.481878444479225,-0.322292882929644,-0.490604087278959,0.0272013268082834,-0.704844172438705,-0.0957549544393437,-0.231104043472252,0.228454747293937,0.151311999995742,0.0776576779503927,0.537052743493677
-0.00517613837204022,0,-0.0858316056253271,0.504960922819462,0.373930536104652,-0.491781189020776,-0.0445158241523164,-0.691132323304369,-0.09752910763228,-0.196245879995525,0.202669031281889,0.281964211625666,0,0.370459656946839
-0.0132389203939707,-0.0830462305785991,-0.0838991204589343,0.469648427913639,0.334833362377157,-0.499151638121478,-0.0703058270014702,-0.69196928254098,-0.116374418546444,-0.218307734518429,0.166406619219408,0.247472328084164,0.072081715278603,0.157556306438254
-0.0216351387381184,-0.0800080615641389,-0.0554424337409509,0.4636635736805,0.334006326536463,-0.487641014580352,-0.0301759857034547,-0.716739208421859,-0.0963588223271657,-0.243535758982444,0.222675560650845,0.350604060461022,0.100521706157569,0.193953302869596
-0.152147205851459,0,-0.0383249704534694,0.348383174631323,0.369610050173364,-0.485850538636604,-0.0383497989089599,-0.66447785043021,-0.0793499313272112,-0.243747914197511,0.108005859307573,0.199670193139659,0.0420947535183796,-0.0196752574606093
-0.116164627388644,0,-0.0981865785159487,0.330975325358068,0.277493754071907,-0.40702416452876,-0.0174469100929016,-0.713066550410887,-0.0947549729545923,-0.303740852963898,0.258578675607642,0.234456506284525,0,-0.0625216148513302
0.196521849837628,0,-0.0239154430631797,0.376796297169322,0.323525584154437,-0.400063013374017,0,-0.498650503174057,-0.0907692499280662,-0.32547349516586,0.351172009598773,0.264711169937947,0,-0.162529724945813
0.304620663819075,0.192584993606696,0.181465447763203,0.374499417057877,0.358075356082471,-0.37846598807506,0,-0.307680424723356,-0.0662286099739693,-0.418451693770373,0.39258522216073,0.051075975981828,0,-0.200190860924355
0.312194205617109,0.217640210822558,0.24657101713347,0.497060494477163,0.379037736246682,-0.184710640585706,0,-0.072010705434034,0,-0.283765195985949,0.39611739362922,-0.139935579604791,0,-0.272834715638813
0.356400394118368,0.293923194059537,0.345889704547169,0.462581695848486,0.369310528787655,-0.224841100052802,0,0.119425322294553,0,-0.324125072612229,0.425368401134325,-0.381444374642113,0,-0.377666730632818
0.104451769518476,0.25289715287021,0.313231002620145,0.485010537560975,0.311025067166087,-0.248086228172896,0,0.0796847255771171,0,-0.149048399461988,0.272230679612006,-0.589258387844776,0,-0.464572905108232
0.173072707555935,0,0.292442225556772,0.54857914792439,0.364391410257747,-0.22212033203894,0,0.440411578580754,0,-0.0628880120496964,0.228424141401106,-0.635308987873729,0,-0.435537787452182
0.164980806321583,0,0.0848334490357196,0.603504588297507,0.345643047051914,-0.146616917221111,0,0.385404499566098,0,-0.0437837505845395,0.206653388953903,-0.727041098668443,0,-0.530810557901914
0.156176074130202,0.666781381580464,0.273536246320747,0.610580333024481,0.389637753286044,-0.123823560722635,0,0.393127796924301,0,-0.0215807837937661,0.493554912408456,-0.722240029362856,0,-0.704825014871281
0.153345638917446,0,0.331830771730906,0.606099833089548,0.361559343576487,-0.135573280193519,0,0.41564064418204,0,-0.0311441622407863,0.503230589249214,-0.759742353076876,0,-0.674840961246502
0.193229401054848,0.693870319375548,0.324129409481289,0.576966489847065,0.280503303405648,-0.105327452351277,0,0.412462069770639,0,-0.00825721936776041,0.459332697276481,-0.693609590161454,0,-0.696835196347778
0.227718869273651,0.653355392099775,0.36421942466733,0.594578266114299,0.271545284739474,-0.0573910710836204,0,0.418092708522518,0,0.0321288703789536,0.39724667051727,-0.719200019197975,0,-0.709729900830079
0.250234890340305,0,0.373216360185475,0.590885790959959,0.323592818719362,0.0297777535030988,0,0.4083931258217,0,0.0388992840968656,0.436494143349097,-0.741963734814109,0,-0.730618376878485
0.265120132066886,0,0.374717215436191,0.58038714690026,0.310649616535214,0.0793385230220866,0,0.414736270712863,0,0.00131868981580557,0.506563365799955,-0.701686538922923,0,-0.707381989274747
0.24375748372443,0.648232111256857,0.384624341205036,0.580693181941099,0.301180761419414,0.0465917069812932,0,0.425165371378607,0,-0.0694996835105472,0.523810534024532,-0.718047827922899,0,-0.735454599208179
0.28057205026995,0,0.385600236990593,0.585533951201156,0.325965936663072,-0.0457263183851368,0,0.41659145186039,0,-0.181212878625054,0.542593480466667,-0.753412906683918,0,-0.735843562075786
0.261942547392769,0,0.369469943797033,0.590526286091097,0.187555845143332,-0.113652949036396,0,0.412527682595046,0,-0.171207305839089,0.529798102856584,-0.721570850325463,0,-0.735854740601585
0.279096449474153,0.647463968151503,0.354456435999873,0.444242562212721,0.145085460219742,-0.162986244378952,0,0.25170344696044,0,-0.193531201593352,0.51835948362329,-0.725322651729318,0,-0.732153781291435
0.256775162740709,0,0.383879560844739,0.446376508848741,0.103372559380702,-0.150432899103592,0,0.166838684433666,0,-0.189310018245649,0.488564762374617,-0.73568089481661,0,-0.723403888620813
0.23643254670393,0.658920744346426,0.357155361066016,0.465039435631591,-0.0508030671681076,-0.175809214046579,0,0.0565501149708839,0,-0.219101656043286,0.481590742320688,-0.74344279702825,0,-0.729339833314328
0.233028250302052,0.663972745558443,0.368822133332337,0.586004087545759,0.0536567810210414,-0.185785430200947,0,-0.137954092091455,0,-0.22445149193842,0.476008495570976,-0.73876627887552,0,-0.722827644128479
0.0891200425876226,0.614303469750139,0.357262218077711,0.454176323371365,0.0760085729906258,-0.154712375982781,0,-0.401984817077469,0,-0.248018121210357,0.0550199254274396,-0.717547346748016,0,-0.728888249460218
-0.00616366808693111,0.546195439036075,0.274248645025725,0.664082705160873,0.173483902817929,-0.17536824028654,0,-0.413690328254588,0,-0.229142871541785,0.0145782089668343,-0.72124323876889,0,-0.731921394822887
0.301063797440496,0.305024910247222,0.224646898552916,0.656116598154248,0.292554061941464,-0.155701655008055,0,-0.407779303384781,0,-0.182049831819772,-0.187158221771887,-0.522280468323472,0,-0.703773263234097
0.255537642954036,0.289120113498577,0.298738334707894,0.672973437662066,0.167714587723902,-0.10594645060218,0,-0.33597239907942,0,-0.1610616555012,-0.0963551207727933,-0.464387567792463,0,-0.591404725338841
0.294772848602617,0.190280659280554,0.287620083511647,0.626690591425786,0.147874654124984,-0.0309042183842946,0,-0.328014314188597,0,-0.0791318959535523,-0.0897221297782693,-0.426739455628514,0,-0.248628403000412
0.224368875261691,0.127527080999845,0.318684035391861,0.700643472326442,0.133752615578807,-0.0443174617754426,0,-0.352558235664347,0,-0.0961247122778021,-0.148732495039465,-0.266933771493204,0,-0.133100605882698
0.189010913115586,0.0807758365999699,0.181880952663626,0.709542921320843,0.027531895670257,-0.0124679611477503,0,-0.422352643504259,0,-0.140532068949624,-0.0802734069576651,-0.315251102771325,0,0.102306913540446
0.276879735751125,0.0909583206090048,-0.0723309801475121,0.719589609019171,-0.0049344656858108,0.203932682753541,0,-0.367429150787403,0,-0.130108219779735,-0.146202095263533,-0.397605732376766,0,0.188313349677626
0.250838860964955,0.036117326008524,-0.049887104270735,0.726886804478931,0.150225534578848,-0.267925007428821,0,-0.309991842694466,0.56214848880151,-0.246306515449503,-0.223612084084817,-0.367182778358849,0,0.314269072197075
