id,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,y78,y79,y80,y81,y82,y83,y84,y85,y86,y87,y88,y89,y90,y91,y92,y93,y94,y95,y96,y97,y98,y99,y100,y101
1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2,0.912,0.56,0.5592,0.5584,0.5576,0.5568,0.556,0.5552,0.5544,0.5536,0.5528,0.552,0.5512,0.5504,0.5496,0.5488,0.548,0.5472,0.5464,0.5456,0.5448,0.544,0.5432,0.5424,0.5416,0.5408,0.54,0.5392,0.5384,0.5376,0.5368,0.536,0.5352,0.5344,0.5336,0.5328,0.532,0.5312,0.5304,0.5296,0.5288,0.528,0.5272,0.5264,0.5256,0.5248,0.524,0.5232,0.5224,0.5216,0.5208,0.52,0.5192,0.5184,0.5176,0.5168,0.516,0.5152,0.5144,0.5136,0.5128,0.512,0.5112,0.5104,0.5096,0.5088,0.508,0.5072,0.5064,0.5056,0.5048,0.504,0.5032,0.5024,0.5016,0.5008,0.5,0.4992,0.4984,0.4976,0.4968,0.496,0.4952,0.4944,0.4936,0.4928,0.492,0.4912,0.4904,0.4896,0.4888,0.488,0.4872,0.4864,0.4856,0.4848,0.484,0.4832,0.4824,0.4816,0.4808,0.48
3,0.3049728,0.8624,0.857633856,0.852877824,0.848131904,0.843396096,0.8386704,0.833954816,0.829249344,0.824553984,0.819868736,0.8151936,0.810528576,0.805873664,0.801228864,0.796594176,0.7919696,0.787355136,0.782750784,0.778156544,0.773572416,0.7689984,0.764434496,0.759880704,0.755337024,0.750803456,0.74628,0.741766656,0.737263424,0.732770304,0.728287296,0.7238144,0.719351616,0.714898944,0.710456384,0.706023936,0.7016016,0.697189376,0.692787264,0.688395264,0.684013376,0.6796416,0.675279936,0.670928384,0.666586944,0.662255616,0.6579344,0.653623296,0.649322304,0.645031424,0.640750656,0.63648,0.632219456,0.627969024,0.623728704,0.619498496,0.6152784,0.611068416,0.606868544,0.602678784,0.598499136,0.5943296,0.590170176,0.586020864,0.581881664,0.577752576,0.5736336,0.569524736,0.565425984,0.561337344,0.557258816,0.5531904,0.549132096,0.545083904,0.541045824,0.537017856,0.533,0.528992256,0.524994624,0.521007104,0.517029696,0.5130624,0.509105216,0.505158144,0.501221184,0.497294336,0.4933776,0.489470976,0.485574464,0.481688064,0.477811776,0.4739456,0.470089536,0.466243584,0.462407744,0.458582016,0.4547664,0.450960896,0.447165504,0.443380224,0.439605056,0.43584
4,0.805464686788608,0.41533184,0.424727537664608,0.433968253890724,0.443054906114705,0.451988409625608,0.460769677565184,0.469399620927881,0.477879148560844,0.486209167163916,0.494390581289634,0.502424293343232,0.510311203582642,0.518052210118492,0.525648208914106,0.533100093785506,0.540408756401408,0.547575086283227,0.554599970805074,0.561484295193756,0.568228942528776,0.574834793742336,0.581302727619332,0.587633620797358,0.593828347766704,0.599887780870357,0.605812790304,0.611604244116013,0.617263008207472,0.622789946332152,0.62818592009652,0.633451788959744,0.638588410233686,0.643596639082906,0.648477328524659,0.653231329428898,0.657859490518272,0.662362658368127,0.666741677406504,0.670997389914145,0.675130636024482,0.679142253723648,0.683033078850471,0.686803945096478,0.69045568400589,0.693989124975624,0.697405095255296,0.700704419947217,0.703887922006395,0.706956422240534,0.709910739310037,0.712751689728,0.715480087860217,0.718096745925181,0.720602473994078,0.722998079990792,0.725284369691904,0.727462146726691,0.729532212577126,0.731495366577881,0.733352405916322,0.735104125632512,0.736751318619212,0.738294775621878,0.739735285238663,0.741073633920417,0.742310605970688,0.743446983545716,0.744483546654443,0.745421073158504,0.746260338772232,0.747002117062656,0.747647179449502,0.748196295205191,0.748650231454845,0.749009753176277,0.7492756232,0.749448602209222,0.74952944873985,0.749518919180484,0.749417767772424,0.749226746609664,0.748946605638895,0.748578092659507,0.748121953323583,0.747578931135906,0.746949767453952,0.746235201487896,0.74543597030061,0.744552808807661,0.743586449777313,0.742537623830528,0.741407059440961,0.740195482934968,0.738903618491599,0.7375321881426,0.736081911772416,0.734553507118186,0.732947689769748,0.731265173169635,0.729506668613077,0.727672885248
5,0.595427035475522,0.84990955938775,0.851748167117929,0.852748407696235,0.852944444552867,0.852369677052379,0.851056751104725,0.849037569683287,0.846343303250338,0.84300440009043,0.839050596552189,0.834510927198982,0.829413734868945,0.823786680644844,0.817656753734225,0.811050281260359,0.803992937964419,0.796509755819384,0.788625133556126,0.780362846102152,0.771746053933467,0.762797312340024,0.753538580605232,0.743991231099967,0.734176058291572,0.724113287668291,0.7138225845796,0.7033230629929,0.692633294167023,0.68177131524301,0.670754637752618,0.659600256045011,0.648324655632078,0.636943821452852,0.625473246057455,0.61392793771104,0.602322428418166,0.590670781868059,0.578986601301206,0.56728303729772,0.555572795487939,0.543868144185672,0.532180921944563,0.520522545037999,0.508904014863006,0.497335925268567,0.485828469808802,0.474391448921458,0.463034277032113,0.451765989584572,0.440595249997846,0.429530356550176,0.418579249190509,0.40774951627788,0.397048401249112,0.386482809215255,0.376059313487216,0.36578416203098,0.355663283852859,0.34570229531518,0.335906506382858,0.32628092680124,0.316830272205669,0.307558970163173,0.298471166146697,0.289570729442293,0.280861258989686,0.272346089156634,0.264028295447479,0.255910700146323,0.247995877895213,0.240286161207772,0.23278364591866,0.225490196569292,0.218407451730195,0.211536829260445,0.204879531504536,0.198436550427143,0.19220867268613,0.186196484644231,0.180400377319793,0.174820551276988,0.16945702145587,0.164309621942707,0.15937801068094,0.154661674123207,0.150159931824784,0.145871940978861,0.141796700894038,0.137933057414411,0.134279707282673,0.130835202446573,0.127597954309154,0.124566237923139,0.121738196129839,0.119111843642991,0.116685071077882,0.114455648926149,0.11242123147664,0.110579360682698,0.108927469976259,0.107462888029136
6,0.915395987421343,0.446471550871747,0.436884755390933,0.429334973909178,0.423769781246075,0.420123679431547,0.418319941346698,0.418272316936114,0.419886609144332,0.423062126448021,0.427693018582904,0.43366950180027,0.440878979731996,0.449207065695009,0.458538512025992,0.468758051804539,0.479751158097853,0.491404725642174,0.503607679665261,0.516251516350282,0.529230779244192,0.542443475722946,0.555791437441492,0.569180628518329,0.582521405032277,0.59572872924284,0.608722341785023,0.621426894934498,0.633772049889535,0.645692540871823,0.657128208709237,0.668024006429551,0.678329979264793,0.688001221341534,0.696997811212469,0.705284728269242,0.712831751965426,0.719613345671727,0.72560852688275,0.73080072539596,0.735177630988585,0.738731032027149,0.74145664635686,0.743353945734209,0.744425974985685,0.744679166998408,0.744123154574601,0.742770580111131,0.740636903997627,0.737740212561992,0.734101026330237,0.729742109308484,0.724688279938558,0.718966224324786,0.712604312278318,0.705632416676412,0.69808173658763,0.689984624569636,0.68137441850427,0.672285278294658,0.662752027711258,0.652810001637892,0.642494898934849,0.631842641104034,0.620889236910848,0.609670653088852,0.598222691226352,0.586580870908697,0.574780319166258,0.562855666255775,0.55084094778183,0.5387695131457,0.526673940290628,0.514585956695645,0.502536366554297,0.490554984060163,0.478670572707542,0.466910790503391,0.455302140975237,0.443869929849477,0.432638227265053,0.42162983537905,0.410866261213068,0.400367694582501,0.390152990944759,0.380239658997264,0.370643852851469,0.361380368605274,0.352462645133031,0.343902768909637,0.335711482683294,0.327898197809937,0.320471010061449,0.313436718719292,0.306800848765194,0.300567675981008,0.294740254770665,0.289320448518469,0.284308962299541,0.279705377760207,0.27550818998839,0.27171484619668
7,0.294295459810139,0.864971467968734,0.857058405122278,0.84966235905902,0.843023823400258,0.837286025728667,0.832502868276021,0.828648962339167,0.825631079916837,0.823300422808112,0.821465188958915,0.819902995348517,0.818372793980287,0.816625990931388,0.814416546734157,0.811509898798268,0.807690602643149,0.802768638157061,0.796584369901989,0.789012186775006,0.77996287637612,0.76938481357401,0.757264061426555,0.743623496270331,0.728521077936921,0.712047391189705,0.694322586107799,0.675492843767309,0.655726489658888,0.635209871283945,0.614143108709987,0.592735817925745,0.57120289697232,0.549760454355072,0.528621948444871,0.507994595703928,0.488076094834159,0.469051703525858,0.451091694531827,0.43434920842826,0.418958511744027,0.405033661214872,0.392667567797342,0.381931447787826,0.37287464294637,0.365524786919269,0.359888291471703,0.355951123053925,0.353679837994399,0.35302284309589,0.353911847555305,0.356263471880024,0.359980979774497,0.364956099761357,0.371070904520602,0.378199717518557,0.386211018396058,0.394969320735429,0.404336998173527,0.414176037321307,0.424349698540435,0.434724068269287,0.445169489242993,0.455561857577526,0.465783778253082,0.475725573007632,0.485286137012435,0.494373642925981,0.502906092993795,0.510811721764625,0.518029253718527,0.524508021641592,0.530207952931587,0.535099432176806,0.539163049318171,0.542389243485158,0.544777853194945,0.54633758402811,0.547085405152038,0.547045886164601,0.546250485686644,0.544736802954015,0.542547803360706,0.539731028496736,0.53633780072091,0.532422431722353,0.528041443868878,0.523252812427428,0.518115235984503,0.512687441604512,0.507027530452769,0.501192368788148,0.495237028408198,0.489214279816154,0.483174140583204,0.477163480608264,0.471225685238179,0.465400376509753,0.459723192116329,0.454225621090167,0.448934894631071,0.443873930004232
8,0.789205440152056,0.408785396490616,0.426260249686178,0.442075785807631,0.455728355517385,0.466977099931187,0.475796358338139,0.482332450793294,0.486866835791844,0.48978544202296,0.491552650211391,0.492687884583084,0.493742900439092,0.495278417954221,0.497839541016432,0.501930225294402,0.507987774064456,0.516358844641802,0.527278692573402,0.540855358859856,0.557060246145022,0.575726086258594,0.596552740661502,0.619120668100259,0.642911306793968,0.667333108158512,0.69175156766553,0.715521352218331,0.738018532693182,0.758670990755101,0.776985264284631,0.792568400233032,0.805143766164723,0.814560198314365,0.820794301238773,0.823946131476281,0.824228869136542,0.821953387073726,0.817508853863063,0.811340647476239,0.803926910870918,0.795755053715793,0.787299405699963,0.779001069186902,0.771250817345054,0.764375654229222,0.758629411367958,0.754187515939629,0.751145841509667,0.7495233541518,0.749268102548348,0.750265975558809,0.75235156725034,0.755320447470487,0.758942133477956,0.762973090881761,0.767169154745947,0.77129684784651,0.775143175891853,0.778523592144869,0.781287939716941,0.783324292841299,0.784560723502011,0.784965112707542,0.784543203341131,0.78333515187857,0.781410878385427,0.778864538119741,0.775808444663407,0.772366765391167,0.76866928741768,0.76484551848107,0.761019345283765,0.757304424438666,0.753800431104797,0.750590240191068,0.747738066921092,0.745288549490167,0.74326671801007,0.741678762009732,0.74051348410136,0.739744310294402,0.739331717742319,0.739225938022769,0.739369797704009,0.739701567064385,0.740157701396249,0.740675376253713,0.741194737188723,0.741660804887385,0.742024997167287,0.742246249135099,0.742291731174393,0.742137180730159,0.74176687763179,0.741173303662846,0.740356535109015,0.739323422101447,0.738086610850475,0.736663464568016,0.735074936319946,0.733344442605577
9,0.632168810868532,0.845879636373191,0.852604503203064,0.85627897663331,0.857350176309641,0.856441573540973,0.854174589335815,0.851067938319924,0.847499663112028,0.843711512990524,0.839836005675302,0.835929669507456,0.831999866330869,0.828016802699722,0.823906965827345,0.819529310793023,0.814640676905873,0.808861245225038,0.801653249108818,0.792325660304947,0.780073803502025,0.764056227647299,0.743502928611423,0.717840984647152,0.686817761169416,0.650599607554494,0.609826151933503,0.565606644216866,0.519454098278733,0.473163378403157,0.428648782519596,0.387763271200839,0.352124096385699,0.322967876978366,0.301052698856009,0.286616822075302,0.27939467385601,0.278682627464346,0.283440946123729,0.292415012235966,0.304258753267467,0.317645631737091,0.331356880852743,0.344341821565619,0.355750082782454,0.364939550237553,0.371466390184197,0.375064383973355,0.375620241323904,0.373149938928467,0.367778978976665,0.359727300435591,0.349297828383785,0.336866578637213,0.322871932218849,0.307801079585028,0.292172510889882,0.276514536976061,0.26134090421347,0.247125398725193,0.234277783907913,0.223123431812753,0.213888630658416,0.206692878775938,0.20154864762327,0.198368258456878,0.196976795801945,0.197129466614515,0.198531552303574,0.200859091819473,0.203778640512259,0.206964808848899,0.210114723631901,0.212959000509889,0.215269211356251,0.216862133669407,0.217601263026521,0.217396155128622,0.216200157930247,0.214007023194861,0.210846780453577,0.206781142680417,0.201898613976234,0.196309398952901,0.190140176510329,0.183528794928455,0.176618962774739,0.169555040187522,0.162477066276391,0.155516180905219,0.148790606212631,0.142402341755024,0.136434697611131,0.130950745636534,0.125992715789612,0.121582308455803,0.117721841204208,0.114396104633661,0.111574770539081,0.109215178362951,0.107265322823111,0.105666875258226
10,0.883619340647673,0.456285469998223,0.434455325373911,0.419902260583324,0.411793278976471,0.408666290235772,0.408962134220097,0.411348443001132,0.414850544682724,0.418848937121512,0.423007580750387,0.427184533491914,0.431360230371471,0.435603852308258,0.440084693918893,0.445122246621845,0.451255791326041,0.459302662944887,0.470365979750265,0.48575093645626,0.506759043609264,0.534357576868675,0.568768067077724,0.609073298963299,0.652984437897538,0.696909846453291,0.736405488904093,0.766969880100687,0.785012059715959,0.788725928618372,0.778597779747784,0.757370654663564,0.729457929855895,0.699974225968378,0.673665577993621,0.654031994526319,0.64284790571207,0.640142364671713,0.644560082075629,0.6539345077777,0.665885046389297,0.678291830796896,0.689574115284863,0.698770353056711,0.705467398916003,0.709645865519348,0.71150362924485,0.711300978884985,0.709249826101801,0.705452715500844,0.699887389695375,0.692428304272538,0.682895245813297,0.671118800812662,0.65701169692399,0.640634101538346,0.622240779867891,0.602299702383724,0.581475831864922,0.560580043825816,0.540490129803957,0.5220567762214,0.506010625173199,0.492886093575104,0.48297372151865,0.476306599047664,0.472679600610378,0.471694433695853,0.472820057574721,0.475457249490452,0.478997646052723,0.482870630643484,0.48657498066858,0.48969537869743,0.491906191601508,0.492966147172648,0.492707787977019,0.49102512167866,0.48786202624791,0.483202979274397,0.477066755495694,0.469502984730041,0.460590927339662,0.450439508900116,0.439187542149544,0.427003126019928,0.414081416947881,0.400640278877238,0.38691368984735,0.373143162681332,0.359567771272198,0.346413614715032,0.333883666045582,0.32214892850891,0.311341671004997,0.301551266784657,0.292822860027995,0.285158782117186,0.278522376599632,0.272843700277537,0.268026463038926,0.263955550679675
